Percentile	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
wholeblood_48B	20967.0	50329.0	97366.0	146565.0	195948.0	242044.0	283091.0	313714.0	345917.0	366658.0	392337.0	406322.0	426153.0	438191.0	451847.0	466477.0	481474.0	498080.0	510750.0	521979.0	531732.0	540446.0	549101.0	556883.0	565135.0	573323.0	578649.0	584788.0	593648.0	595764.0	601740.0	606838.0	607412.0	611502.0	616889.0	618553.0	618426.0	622993.0	621499.0	623766.0	626503.0	621795.0	623454.0	629169.0	628406.0	627413.0	625327.0	624710.0	623137.0	627652.0	629131.0	627814.0	630956.0	634456.0	632341.0	628881.0	628038.0	625921.0	624718.0	621407.0	623789.0	622222.0	629171.0	624538.0	627744.0	627203.0	621119.0	616838.0	619994.0	615161.0	612551.0	604493.0	602192.0	597117.0	591470.0	583061.0	575870.0	567706.0	559428.0	551890.0	545566.0	533426.0	519633.0	507865.0	493346.0	484649.0	467645.0	453886.0	431705.0	411637.0	387864.0	358509.0	325131.0	292484.0	256519.0	216523.0	172185.0	126177.0	78979.0	40561.0
wholeblood_49B	19897.0	46321.0	88270.0	133467.0	178268.0	220424.0	258449.0	287488.0	317421.0	337769.0	361905.0	375128.0	394085.0	406911.0	421582.0	435305.0	450343.0	465602.0	477906.0	488308.0	497960.0	507344.0	516647.0	525419.0	533965.0	541587.0	548310.0	555417.0	564427.0	566993.0	571696.0	577776.0	581080.0	586712.0	592816.0	596970.0	597549.0	602262.0	602711.0	606425.0	609872.0	606390.0	609475.0	615169.0	615109.0	615440.0	613981.0	613953.0	613398.0	618737.0	620596.0	619628.0	624076.0	628853.0	627149.0	625521.0	626598.0	626140.0	626906.0	624347.0	628449.0	627311.0	634606.0	631290.0	635138.0	636529.0	631967.0	629402.0	633981.0	629934.0	628707.0	622346.0	620422.0	617678.0	614514.0	607180.0	601082.0	594647.0	588593.0	582383.0	577453.0	568298.0	554371.0	544927.0	530630.0	523214.0	505816.0	491695.0	469181.0	449973.0	425502.0	396698.0	362375.0	328034.0	288471.0	244936.0	194995.0	143664.0	89795.0	44894.0
wholeblood_50B	20906.0	48039.0	90726.0	137110.0	180983.0	223262.0	261861.0	292289.0	323982.0	345123.0	370497.0	384559.0	405743.0	419707.0	435016.0	448927.0	463923.0	478571.0	492348.0	504132.0	514614.0	523452.0	531418.0	538844.0	546979.0	555015.0	563881.0	571586.0	580311.0	582075.0	588510.0	596098.0	601556.0	606648.0	613125.0	616918.0	616679.0	620643.0	622168.0	624919.0	628058.0	623252.0	628473.0	633474.0	633951.0	633735.0	632775.0	634199.0	632308.0	639278.0	641838.0	640404.0	643684.0	649100.0	648709.0	646978.0	648093.0	646616.0	646891.0	644163.0	648469.0	645504.0	653700.0	648650.0	652727.0	654185.0	648837.0	645001.0	650061.0	646038.0	644468.0	637819.0	636176.0	632410.0	627315.0	619805.0	613638.0	606811.0	599523.0	593044.0	587907.0	577269.0	563150.0	553625.0	537740.0	529880.0	512252.0	498544.0	474936.0	454526.0	430299.0	400086.0	364974.0	329826.0	289614.0	245480.0	195817.0	143935.0	90284.0	45609.0
wholeblood_52B	4171.0	8366.0	17056.0	30313.0	42016.0	55022.0	66118.0	75918.0	86255.0	94152.0	104475.0	107894.0	120383.0	127934.0	134586.0	139508.0	145940.0	153590.0	159334.0	166507.0	174308.0	183593.0	191305.0	198810.0	205452.0	211018.0	219476.0	224926.0	231062.0	236323.0	242513.0	248836.0	254724.0	260042.0	265557.0	271996.0	277280.0	285913.0	290760.0	297973.0	305714.0	305003.0	316352.0	326692.0	333147.0	336735.0	342009.0	345907.0	348653.0	359975.0	367795.0	367444.0	377787.0	387878.0	396854.0	403995.0	414956.0	418303.0	430094.0	433012.0	450303.0	455177.0	472160.0	480651.0	491446.0	503944.0	510103.0	515741.0	530420.0	541666.0	553377.0	562574.0	574917.0	584335.0	596491.0	605836.0	615245.0	626937.0	636161.0	647218.0	659741.0	667217.0	669100.0	683839.0	689955.0	708576.0	710712.0	720361.0	715197.0	714353.0	705609.0	686106.0	659131.0	624210.0	572911.0	503876.0	417369.0	313493.0	192580.0	78289.0
wholeblood_53B	3200.0	6291.0	12554.0	21691.0	30092.0	39390.0	46913.0	52769.0	59665.0	64940.0	71301.0	73949.0	82188.0	86512.0	90465.0	93532.0	97624.0	102947.0	106911.0	111165.0	116016.0	120833.0	125415.0	130010.0	134018.0	137511.0	142691.0	147079.0	150932.0	153684.0	157523.0	161397.0	165568.0	169631.0	173900.0	177017.0	178729.0	183863.0	186358.0	190380.0	194768.0	194110.0	200404.0	204620.0	208021.0	210188.0	213476.0	216094.0	217838.0	226496.0	230858.0	232278.0	236756.0	243311.0	249758.0	254187.0	259800.0	262163.0	268596.0	271262.0	281739.0	285410.0	295922.0	299584.0	306775.0	313504.0	317538.0	320309.0	328900.0	335004.0	341759.0	347182.0	353693.0	358366.0	365816.0	371479.0	378168.0	385201.0	390080.0	396147.0	404700.0	408981.0	410928.0	420001.0	422138.0	437023.0	438369.0	445355.0	443840.0	444604.0	440134.0	429598.0	413464.0	392616.0	362968.0	322405.0	269212.0	203968.0	127372.0	53941.0
wholeblood_54B	5311.0	11313.0	22999.0	37771.0	52146.0	67735.0	80674.0	91101.0	102522.0	110890.0	121539.0	124859.0	138299.0	144874.0	150875.0	155696.0	162378.0	170316.0	175979.0	181846.0	187755.0	194260.0	200124.0	206889.0	211613.0	216636.0	222916.0	228418.0	232627.0	235580.0	240083.0	243939.0	248084.0	252112.0	257077.0	261461.0	263732.0	269067.0	272756.0	276802.0	281663.0	279603.0	286362.0	290887.0	294693.0	297099.0	300030.0	302403.0	302494.0	311755.0	316854.0	317829.0	322302.0	329567.0	334805.0	339420.0	345933.0	347306.0	353705.0	353830.0	366056.0	368128.0	379276.0	381756.0	389602.0	396735.0	399580.0	401978.0	411044.0	417564.0	423476.0	427332.0	433088.0	436939.0	442328.0	445783.0	451145.0	456770.0	459113.0	463743.0	471319.0	473972.0	475079.0	480122.0	478841.0	490223.0	488210.0	492815.0	486717.0	484101.0	475008.0	458011.0	435965.0	410621.0	376947.0	330253.0	274658.0	206563.0	128127.0	54553.0
wholeblood_55B	4072.0	8871.0	17999.0	29965.0	40786.0	51881.0	61605.0	68981.0	77523.0	83904.0	92231.0	96110.0	104631.0	109625.0	114241.0	118204.0	122831.0	127980.0	132596.0	136391.0	140044.0	143820.0	147814.0	152601.0	155884.0	159394.0	163502.0	166952.0	170391.0	172737.0	175943.0	180088.0	182967.0	185660.0	188444.0	190836.0	192348.0	196006.0	197906.0	200334.0	203766.0	202188.0	207410.0	212110.0	214336.0	215445.0	218117.0	220491.0	221789.0	227535.0	230684.0	232056.0	235149.0	239677.0	243806.0	246417.0	249536.0	250907.0	255266.0	256160.0	264739.0	266932.0	274626.0	276968.0	281266.0	286410.0	286922.0	289289.0	296084.0	300542.0	305484.0	309569.0	313890.0	317616.0	322816.0	326639.0	330292.0	335809.0	339692.0	344450.0	351259.0	354610.0	355639.0	363305.0	363083.0	376272.0	377240.0	382909.0	381994.0	383771.0	380415.0	373128.0	361160.0	346533.0	324066.0	289385.0	244158.0	187032.0	117060.0	50349.0
wholeblood_56B	2352.0	5063.0	10571.0	18285.0	25191.0	32527.0	38533.0	43026.0	48248.0	52541.0	57367.0	58858.0	64792.0	67466.0	69893.0	72019.0	75282.0	79399.0	82108.0	84901.0	87636.0	90333.0	92981.0	96313.0	98286.0	100568.0	103203.0	105538.0	107226.0	108658.0	110442.0	112574.0	114606.0	116340.0	118002.0	119790.0	120736.0	123133.0	124442.0	126135.0	128108.0	127251.0	129540.0	131872.0	133284.0	134164.0	135478.0	136681.0	136258.0	139784.0	141504.0	141858.0	143877.0	147031.0	149159.0	150359.0	152193.0	152803.0	155177.0	155616.0	160037.0	160375.0	165066.0	165749.0	168091.0	171132.0	172466.0	173110.0	176631.0	178489.0	180536.0	181181.0	182953.0	183788.0	185861.0	186678.0	188010.0	189522.0	190537.0	192385.0	193741.0	194351.0	193733.0	194468.0	191599.0	195764.0	194257.0	195157.0	192016.0	189642.0	184821.0	177091.0	168032.0	157315.0	143754.0	125620.0	104373.0	78251.0	48821.0	21202.0
wholeblood_57B	3021.0	6584.0	12829.0	21079.0	28832.0	36485.0	42981.0	48635.0	54923.0	59680.0	65408.0	68406.0	74804.0	78246.0	81497.0	84442.0	87773.0	91083.0	93721.0	96962.0	99835.0	103764.0	107338.0	109814.0	112504.0	114759.0	118107.0	120777.0	123463.0	125362.0	128010.0	130584.0	133237.0	135720.0	137768.0	139543.0	140061.0	143190.0	144424.0	146707.0	149673.0	148841.0	152534.0	155718.0	157264.0	158585.0	160134.0	162232.0	164091.0	168143.0	171246.0	171697.0	174675.0	178101.0	181211.0	183741.0	186346.0	186935.0	190186.0	191305.0	197394.0	199393.0	205851.0	208045.0	210888.0	215533.0	216947.0	218552.0	223709.0	227274.0	231162.0	234304.0	237184.0	240403.0	244438.0	246954.0	249755.0	252892.0	255255.0	259110.0	264359.0	266084.0	265879.0	272125.0	271631.0	279967.0	279876.0	282945.0	282629.0	282903.0	279646.0	273285.0	262693.0	250914.0	233134.0	207897.0	173943.0	132743.0	83661.0	35979.0
wholeblood_58B	6919.0	11915.0	20554.0	32197.0	43124.0	54576.0	65341.0	73766.0	83634.0	91403.0	101251.0	108291.0	118054.0	124841.0	134681.0	140833.0	149787.0	158700.0	166066.0	172293.0	180765.0	187398.0	195543.0	202356.0	208710.0	214329.0	222352.0	227531.0	234942.0	239873.0	245344.0	252844.0	258975.0	264755.0	273018.0	277892.0	280961.0	288671.0	293599.0	300453.0	308767.0	310785.0	318854.0	327420.0	333908.0	338011.0	342798.0	347471.0	351840.0	360114.0	367877.0	369701.0	377280.0	385589.0	393523.0	398926.0	407519.0	412299.0	419312.0	424603.0	437344.0	444386.0	457370.0	463201.0	472451.0	482997.0	488844.0	495483.0	507402.0	515136.0	526215.0	533072.0	541158.0	548301.0	558432.0	565660.0	572688.0	581222.0	586306.0	594284.0	603574.0	606987.0	609500.0	617164.0	619891.0	632407.0	631677.0	633275.0	625467.0	619329.0	610041.0	591531.0	562834.0	527459.0	481353.0	421300.0	345190.0	259257.0	156652.0	67271.0
wholeblood_59B	6579.0	13894.0	27801.0	46101.0	63851.0	81511.0	96743.0	108692.0	121998.0	131990.0	144230.0	149659.0	163056.0	171035.0	178834.0	185306.0	193868.0	203236.0	210519.0	218318.0	225691.0	232954.0	240188.0	247533.0	253961.0	260135.0	266948.0	273409.0	278883.0	283280.0	288856.0	295882.0	301367.0	306984.0	312812.0	317543.0	319742.0	326422.0	330585.0	335437.0	341562.0	341085.0	349339.0	354102.0	358576.0	360478.0	362624.0	365499.0	367150.0	376176.0	381461.0	381521.0	387748.0	395965.0	400627.0	403827.0	409176.0	412229.0	417613.0	419212.0	430415.0	432657.0	443903.0	446184.0	455151.0	462132.0	464169.0	466830.0	476922.0	483064.0	489140.0	493552.0	498476.0	502273.0	507489.0	509863.0	511640.0	515541.0	517585.0	521236.0	526790.0	527329.0	522892.0	527498.0	524466.0	534421.0	530409.0	529904.0	521553.0	514944.0	502364.0	482601.0	457457.0	427637.0	388338.0	339191.0	279164.0	209117.0	129138.0	56150.0
wholeblood_60B	8929.0	19672.0	37364.0	59643.0	81931.0	102739.0	121888.0	136861.0	153047.0	165479.0	180416.0	190848.0	204161.0	213310.0	224413.0	233594.0	245997.0	256451.0	265896.0	274769.0	283202.0	292331.0	300702.0	307552.0	315800.0	323197.0	331654.0	338586.0	347158.0	352075.0	358637.0	367010.0	371936.0	379280.0	387371.0	392079.0	394151.0	401654.0	403762.0	411565.0	417816.0	418682.0	424606.0	429545.0	433263.0	436719.0	441664.0	444301.0	447836.0	452604.0	458641.0	458800.0	466518.0	474488.0	477649.0	481033.0	487715.0	490803.0	495061.0	499840.0	508817.0	512261.0	521471.0	523771.0	530119.0	536582.0	537818.0	540994.0	549205.0	552378.0	559070.0	561911.0	565626.0	570591.0	575796.0	578728.0	579808.0	582711.0	584614.0	586640.0	592238.0	591063.0	584537.0	589534.0	588556.0	593106.0	587344.0	582375.0	570184.0	558759.0	542521.0	519142.0	489926.0	456228.0	411547.0	356825.0	287916.0	213514.0	129477.0	57057.0
wholeblood_61B	9355.0	20503.0	40423.0	65872.0	90704.0	114370.0	135475.0	152301.0	170671.0	185255.0	202706.0	213639.0	229924.0	240481.0	252390.0	262189.0	276053.0	289080.0	300230.0	310656.0	320954.0	330444.0	340210.0	349413.0	359034.0	367365.0	377806.0	386137.0	395822.0	402107.0	411428.0	420472.0	427731.0	435570.0	444537.0	450443.0	454130.0	462757.0	467580.0	476403.0	483571.0	484292.0	490106.0	497227.0	502641.0	506334.0	511630.0	514760.0	519885.0	528235.0	535608.0	536244.0	546244.0	557621.0	562306.0	568507.0	577193.0	581031.0	587881.0	592335.0	603893.0	608219.0	620324.0	623758.0	634541.0	644085.0	646983.0	652347.0	665428.0	672035.0	681025.0	686273.0	692676.0	698951.0	707748.0	712836.0	714194.0	720270.0	725847.0	732584.0	741035.0	742327.0	736222.0	742593.0	740008.0	748582.0	743817.0	739811.0	724735.0	711636.0	693482.0	665611.0	629642.0	587631.0	531509.0	459929.0	371601.0	275434.0	166401.0	71162.0
wholeblood_62B	10504.0	22127.0	42093.0	64705.0	87435.0	111140.0	131691.0	148165.0	165203.0	177897.0	193661.0	201504.0	218458.0	227755.0	238469.0	247329.0	260168.0	272609.0	283215.0	292815.0	302266.0	310373.0	319282.0	328917.0	337392.0	344773.0	354537.0	361996.0	369726.0	374331.0	381080.0	389214.0	395737.0	400853.0	409169.0	414415.0	418310.0	425959.0	431765.0	436906.0	443519.0	443371.0	451773.0	458304.0	462114.0	465169.0	468329.0	471964.0	474516.0	484631.0	491160.0	492322.0	498756.0	509222.0	515171.0	519388.0	526019.0	530162.0	536592.0	538586.0	549056.0	550754.0	563575.0	563791.0	573986.0	580892.0	581390.0	582875.0	594025.0	599032.0	604922.0	609459.0	614261.0	617137.0	622828.0	625586.0	627170.0	629761.0	630663.0	634105.0	638130.0	636909.0	631459.0	634104.0	627819.0	634186.0	625457.0	621995.0	609963.0	598928.0	581354.0	555648.0	521888.0	485245.0	438515.0	380221.0	310056.0	230651.0	142571.0	64142.0
wholeblood_63B	6250.0	13816.0	27079.0	44050.0	59663.0	75599.0	89113.0	99276.0	111025.0	119569.0	129632.0	134673.0	146303.0	152355.0	158825.0	164056.0	171831.0	179791.0	185913.0	190902.0	197082.0	202456.0	208761.0	215226.0	220014.0	224998.0	230247.0	235065.0	239402.0	241501.0	245378.0	249272.0	252766.0	256923.0	261279.0	263965.0	265865.0	270512.0	273832.0	276859.0	280735.0	279848.0	284864.0	288695.0	291172.0	293040.0	294781.0	296872.0	296896.0	303708.0	307098.0	308691.0	312040.0	318387.0	321488.0	323554.0	327243.0	329148.0	332457.0	333296.0	341531.0	342718.0	350516.0	350566.0	355758.0	360572.0	361981.0	363527.0	369508.0	372427.0	376629.0	377730.0	381046.0	382751.0	385742.0	386802.0	389206.0	391335.0	391703.0	393634.0	396392.0	396273.0	393487.0	394314.0	389597.0	394151.0	389009.0	388286.0	380589.0	374739.0	364801.0	349413.0	329175.0	307625.0	278970.0	242686.0	199805.0	149402.0	93066.0	41500.0
wholeblood_64B	12616.0	28341.0	54733.0	86029.0	114261.0	145920.0	172333.0	194849.0	217992.0	234179.0	254246.0	263907.0	285050.0	297999.0	310041.0	321005.0	334123.0	349128.0	360491.0	370164.0	381863.0	391427.0	399358.0	409809.0	418220.0	427098.0	434976.0	442618.0	448731.0	452426.0	458688.0	465231.0	469763.0	474790.0	481966.0	486340.0	489780.0	495441.0	499609.0	502697.0	507348.0	505510.0	511299.0	516541.0	520119.0	521025.0	522333.0	525190.0	525012.0	533867.0	539454.0	539458.0	545913.0	554713.0	559702.0	562543.0	568016.0	570813.0	575991.0	576103.0	586186.0	585440.0	597185.0	596106.0	604736.0	609810.0	608648.0	607635.0	615658.0	617595.0	620356.0	618652.0	620930.0	620494.0	621306.0	618222.0	617456.0	616293.0	613015.0	612948.0	614200.0	608898.0	599448.0	595581.0	586021.0	586939.0	573664.0	566133.0	548128.0	532140.0	511643.0	480838.0	446302.0	409807.0	365497.0	312563.0	252718.0	185867.0	114066.0	53307.0
wholeblood_65B	11002.0	25021.0	49752.0	77647.0	104170.0	132190.0	156005.0	175317.0	195958.0	210268.0	227849.0	235901.0	254475.0	264780.0	274256.0	283347.0	294900.0	307534.0	316725.0	325376.0	333872.0	341879.0	347800.0	355969.0	362049.0	369289.0	375914.0	382206.0	387361.0	389272.0	394564.0	399567.0	403555.0	406922.0	411109.0	414105.0	416054.0	420936.0	424187.0	427047.0	431121.0	426722.0	432922.0	437358.0	439841.0	440106.0	441157.0	442611.0	440845.0	448799.0	452703.0	451459.0	456499.0	462049.0	465256.0	466643.0	470436.0	470717.0	474542.0	473731.0	481973.0	479819.0	489555.0	487327.0	493616.0	496420.0	495030.0	493229.0	499177.0	500230.0	501777.0	499601.0	502315.0	502122.0	502459.0	500411.0	499602.0	498943.0	495140.0	493380.0	493173.0	488141.0	481194.0	478101.0	467158.0	469506.0	458589.0	453769.0	440624.0	428648.0	412109.0	389396.0	363000.0	334456.0	299851.0	257605.0	209844.0	155442.0	97161.0	46045.0
wholeblood_66B	14267.0	32185.0	62746.0	96339.0	129205.0	163109.0	193208.0	217071.0	242768.0	260250.0	281398.0	293383.0	313706.0	326625.0	339014.0	351107.0	365757.0	380117.0	391487.0	402132.0	411782.0	420280.0	428079.0	436778.0	445289.0	453604.0	462316.0	471154.0	479542.0	483023.0	489144.0	496343.0	501395.0	507404.0	514756.0	518853.0	520685.0	528163.0	530076.0	534095.0	539062.0	536136.0	541862.0	547457.0	549318.0	551078.0	551148.0	552155.0	551617.0	559008.0	561694.0	561787.0	566420.0	572967.0	574879.0	575758.0	577695.0	578273.0	580941.0	579643.0	588010.0	587233.0	597240.0	595374.0	601838.0	604896.0	602622.0	602183.0	609310.0	610888.0	612547.0	610529.0	611605.0	610254.0	610394.0	606495.0	603304.0	600765.0	596269.0	593168.0	592689.0	585874.0	575108.0	570329.0	559228.0	557833.0	544306.0	534974.0	517480.0	502456.0	481020.0	453439.0	418969.0	383166.0	341752.0	293020.0	236561.0	174532.0	107988.0	51603.0
wholeblood_67B	11852.0	26586.0	50357.0	79452.0	106839.0	137429.0	162347.0	182971.0	205813.0	222068.0	241548.0	251596.0	271117.0	283330.0	294410.0	304156.0	316850.0	331901.0	343218.0	354257.0	365997.0	375201.0	382903.0	392907.0	400955.0	409366.0	417119.0	423743.0	430267.0	432915.0	439479.0	446114.0	452519.0	457713.0	464256.0	468515.0	471500.0	477854.0	482434.0	486903.0	492227.0	490434.0	496783.0	504203.0	506838.0	507571.0	509802.0	512871.0	512602.0	522181.0	528560.0	529164.0	535417.0	544256.0	548111.0	550369.0	555007.0	556238.0	560968.0	561167.0	571109.0	570512.0	582565.0	581263.0	589715.0	594104.0	593575.0	592664.0	599934.0	601676.0	604516.0	602606.0	606126.0	606375.0	608475.0	606658.0	605861.0	604922.0	602169.0	600269.0	600564.0	595107.0	587648.0	584403.0	572694.0	573187.0	559890.0	552482.0	533697.0	518607.0	497764.0	468701.0	435327.0	399925.0	357287.0	305357.0	246615.0	180920.0	111422.0	51601.0
wholeblood_68B	13909.0	32417.0	63120.0	97394.0	131059.0	164813.0	195020.0	218676.0	243898.0	261745.0	283580.0	296321.0	315771.0	328538.0	342104.0	354143.0	369075.0	383876.0	396519.0	407706.0	417703.0	426778.0	435618.0	445465.0	453653.0	462142.0	470912.0	478847.0	487406.0	490746.0	496998.0	504462.0	509860.0	515682.0	522858.0	526868.0	528288.0	535472.0	539110.0	542331.0	546956.0	543518.0	547505.0	553763.0	555590.0	556695.0	556516.0	558601.0	557861.0	565155.0	569213.0	568705.0	574201.0	580743.0	582508.0	582137.0	586392.0	587075.0	589692.0	588821.0	596419.0	596057.0	605598.0	603614.0	608896.0	611641.0	609101.0	607194.0	613949.0	614044.0	615969.0	613573.0	614460.0	613410.0	612206.0	607951.0	604248.0	601211.0	597324.0	593314.0	591750.0	583621.0	573192.0	568776.0	555575.0	553062.0	539228.0	528231.0	508117.0	490849.0	468418.0	439254.0	404754.0	369000.0	326846.0	277888.0	221865.0	161899.0	98952.0	46438.0
wholeblood_69B	13276.0	29542.0	58108.0	91537.0	120383.0	152016.0	180175.0	203733.0	230113.0	248510.0	269029.0	277842.0	300820.0	313830.0	328840.0	342549.0	354764.0	372628.0	385624.0	396128.0	409220.0	419085.0	428833.0	439407.0	448580.0	458316.0	468344.0	476444.0	483137.0	486666.0	493010.0	500641.0	506015.0	511988.0	518684.0	522185.0	525252.0	531562.0	537166.0	541334.0	546255.0	542528.0	549702.0	555512.0	559818.0	561557.0	562616.0	565826.0	563968.0	574113.0	580265.0	580734.0	586936.0	595068.0	599195.0	600866.0	605887.0	608625.0	612861.0	612159.0	623530.0	622777.0	635076.0	631083.0	642029.0	646019.0	645275.0	643465.0	651780.0	652761.0	653918.0	650492.0	653529.0	651483.0	651304.0	647557.0	645912.0	643418.0	639575.0	637970.0	636834.0	630337.0	620488.0	613139.0	598665.0	596191.0	580695.0	573309.0	551765.0	533911.0	510596.0	478537.0	441410.0	403357.0	357794.0	304319.0	246247.0	180954.0	112681.0	55234.0
wholeblood_70B	13892.0	31430.0	60101.0	92589.0	122391.0	155069.0	182490.0	204714.0	228605.0	244899.0	265590.0	275501.0	295878.0	308070.0	320223.0	331660.0	344860.0	359508.0	371140.0	380668.0	391168.0	399860.0	408237.0	416851.0	425087.0	432319.0	439922.0	447724.0	453724.0	456870.0	462224.0	468091.0	473368.0	478197.0	484909.0	488509.0	490283.0	495621.0	500008.0	503603.0	508081.0	505199.0	510812.0	516600.0	519751.0	520984.0	521226.0	523094.0	521677.0	530960.0	534773.0	534844.0	540057.0	547902.0	550596.0	551601.0	554468.0	555803.0	557933.0	557053.0	565854.0	564379.0	575339.0	572522.0	579999.0	583154.0	581694.0	578870.0	585000.0	585677.0	585597.0	583216.0	584602.0	583342.0	582634.0	578659.0	575880.0	572351.0	567175.0	563826.0	561963.0	555238.0	546378.0	539577.0	527737.0	528175.0	514727.0	506782.0	488942.0	473438.0	452826.0	425384.0	392690.0	359313.0	318870.0	272932.0	220912.0	162471.0	100989.0	49217.0
wholeblood_71B	12030.0	26127.0	50730.0	80526.0	109298.0	140958.0	168137.0	190543.0	214240.0	230365.0	252062.0	262699.0	284467.0	297874.0	310703.0	321879.0	336716.0	352988.0	365619.0	377882.0	390057.0	401488.0	411780.0	423389.0	432665.0	442833.0	452809.0	461712.0	469474.0	475193.0	483432.0	492057.0	498793.0	505300.0	513709.0	519421.0	523472.0	532815.0	537872.0	542245.0	548984.0	546301.0	553364.0	561220.0	566628.0	569770.0	572222.0	574301.0	575527.0	585358.0	592217.0	592823.0	600474.0	610811.0	615396.0	618899.0	624820.0	628497.0	633426.0	635088.0	647582.0	648905.0	662720.0	663033.0	673808.0	680350.0	680496.0	681702.0	691773.0	695907.0	700710.0	700558.0	704271.0	705184.0	708435.0	706413.0	704900.0	704657.0	701611.0	702647.0	706026.0	701943.0	693163.0	692421.0	683329.0	685241.0	672905.0	666404.0	648287.0	632233.0	609519.0	577597.0	536559.0	493340.0	440417.0	378147.0	305240.0	223435.0	135618.0	61383.0
wholeblood_72B	17712.0	40281.0	76182.0	117119.0	156042.0	196299.0	231370.0	258270.0	286952.0	306869.0	330408.0	342779.0	363174.0	375961.0	390855.0	405385.0	421126.0	438050.0	451552.0	463215.0	475616.0	485621.0	494614.0	504193.0	514359.0	523016.0	532052.0	539994.0	549765.0	552930.0	560361.0	568663.0	573608.0	580595.0	589504.0	594834.0	596079.0	601644.0	604366.0	608059.0	613762.0	611023.0	615751.0	623558.0	626638.0	628166.0	628655.0	628933.0	629588.0	637847.0	642230.0	643224.0	651572.0	659480.0	661111.0	661355.0	664755.0	667330.0	670109.0	669813.0	677761.0	677216.0	687613.0	685422.0	692695.0	697379.0	694636.0	693131.0	700338.0	700292.0	702242.0	699241.0	699923.0	697608.0	697355.0	692547.0	688773.0	685307.0	680580.0	677202.0	675369.0	666710.0	654429.0	647641.0	634267.0	629963.0	613010.0	600593.0	576480.0	556182.0	529930.0	495919.0	456877.0	416071.0	368983.0	315019.0	253553.0	187170.0	116187.0	55484.0
wholeblood_73B	9364.0	20115.0	41290.0	68289.0	91622.0	115574.0	139447.0	158536.0	178093.0	191940.0	207912.0	212881.0	232394.0	243085.0	253732.0	262684.0	271429.0	284454.0	294378.0	303700.0	314118.0	323024.0	331011.0	340019.0	347937.0	356024.0	366343.0	373919.0	381902.0	385610.0	392849.0	399696.0	404165.0	408961.0	415207.0	420082.0	423135.0	430748.0	434550.0	438922.0	444912.0	440522.0	449576.0	456218.0	460638.0	462772.0	465842.0	469177.0	469356.0	482249.0	489485.0	488803.0	498374.0	507620.0	512486.0	516687.0	523693.0	525858.0	532849.0	533908.0	549062.0	550075.0	564964.0	567523.0	578231.0	586577.0	589393.0	590772.0	601632.0	607008.0	614126.0	615444.0	623401.0	627345.0	632074.0	632113.0	634667.0	638406.0	639692.0	642436.0	647824.0	647997.0	641678.0	644507.0	638462.0	644952.0	636383.0	635607.0	621048.0	610916.0	593457.0	566690.0	534760.0	498093.0	452115.0	392937.0	321592.0	240846.0	151243.0	67224.0
wholeblood_74B	19740.0	45631.0	87091.0	132934.0	174266.0	217638.0	254441.0	284843.0	316971.0	337917.0	364164.0	375637.0	399542.0	414623.0	430431.0	445061.0	458901.0	477326.0	491559.0	503651.0	516259.0	526298.0	535267.0	544691.0	554553.0	563833.0	572582.0	580813.0	588895.0	591391.0	598052.0	604137.0	610359.0	616218.0	623423.0	626949.0	628361.0	634660.0	638196.0	641809.0	647839.0	644152.0	649969.0	657367.0	660134.0	659968.0	659764.0	662270.0	659856.0	669805.0	674883.0	674690.0	681880.0	689833.0	691853.0	693174.0	697172.0	697007.0	700480.0	699172.0	709144.0	706481.0	717357.0	715006.0	723528.0	727509.0	724809.0	721991.0	728616.0	728745.0	730669.0	726208.0	727424.0	726249.0	724759.0	718864.0	714844.0	709684.0	703279.0	698217.0	695187.0	685348.0	672387.0	663618.0	648830.0	644977.0	626564.0	613867.0	589919.0	567514.0	540849.0	505595.0	465215.0	423124.0	375200.0	319278.0	256800.0	189615.0	117557.0	56665.0
wholeblood_75B	6905.0	14364.0	30050.0	49567.0	67395.0	86947.0	104585.0	118309.0	134053.0	145580.0	158766.0	160799.0	178144.0	188247.0	197368.0	204418.0	212047.0	222617.0	229538.0	237858.0	247502.0	256849.0	265183.0	273702.0	281343.0	288252.0	297945.0	304638.0	310864.0	315162.0	323178.0	329196.0	334574.0	339403.0	345124.0	351491.0	355755.0	363155.0	367729.0	373671.0	380565.0	378827.0	389889.0	396631.0	401856.0	403727.0	407301.0	411250.0	412068.0	425247.0	432867.0	433278.0	439978.0	448817.0	455723.0	461129.0	469636.0	470314.0	480965.0	483510.0	499400.0	502303.0	519701.0	526280.0	536733.0	547839.0	552305.0	556260.0	568517.0	578124.0	589013.0	595633.0	604188.0	610660.0	620767.0	627179.0	634793.0	644932.0	654534.0	664105.0	677885.0	684752.0	685342.0	699837.0	706471.0	725302.0	728809.0	737839.0	736152.0	738458.0	731079.0	713731.0	686662.0	651888.0	603217.0	533898.0	444939.0	337249.0	209762.0	86686.0
