Percentile	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
wholeblood_21B	14992.0	35508.0	69480.0	107076.0	139686.0	174962.0	205561.0	231568.0	259040.0	277768.0	300799.0	310007.0	331820.0	345278.0	359184.0	371896.0	384939.0	402201.0	414390.0	425164.0	437096.0	446275.0	454064.0	462922.0	471074.0	479681.0	487848.0	494589.0	501323.0	504238.0	510873.0	515991.0	520529.0	525365.0	530424.0	531967.0	533435.0	538402.0	542597.0	545299.0	549896.0	546713.0	550202.0	558160.0	560092.0	559666.0	561541.0	564525.0	562131.0	571026.0	576136.0	576454.0	582802.0	590430.0	592052.0	592976.0	597281.0	597548.0	601161.0	599195.0	608527.0	606035.0	617147.0	614368.0	622119.0	625906.0	623665.0	620849.0	628643.0	628311.0	627992.0	623718.0	625942.0	624997.0	623497.0	618411.0	615949.0	612773.0	609028.0	605381.0	604663.0	596839.0	586664.0	580651.0	565681.0	564376.0	549249.0	541472.0	519425.0	501278.0	478624.0	447627.0	412907.0	377179.0	335202.0	285122.0	230337.0	168653.0	104595.0	49923.0
wholeblood_22B	9470.0	20869.0	40763.0	64301.0	86993.0	111268.0	131706.0	148404.0	166142.0	178791.0	194339.0	200885.0	217674.0	227970.0	236837.0	244768.0	255288.0	266331.0	275229.0	283541.0	292478.0	301013.0	308694.0	316872.0	324224.0	331411.0	339024.0	345583.0	351070.0	353878.0	359757.0	365532.0	370884.0	375877.0	382112.0	386756.0	389558.0	396715.0	400359.0	404804.0	411127.0	408718.0	417092.0	423389.0	427460.0	429364.0	431832.0	434442.0	435225.0	443610.0	448403.0	448012.0	454942.0	462278.0	467196.0	471216.0	477555.0	477784.0	483289.0	482873.0	495177.0	496018.0	507988.0	509582.0	516848.0	524109.0	525585.0	527086.0	536376.0	540233.0	546743.0	548044.0	554044.0	556990.0	561441.0	562386.0	564027.0	566891.0	566162.0	569536.0	574791.0	574763.0	570506.0	573540.0	569162.0	576384.0	569903.0	568811.0	556947.0	547876.0	531511.0	508118.0	478683.0	445503.0	402925.0	348342.0	285396.0	212186.0	130085.0	56728.0
wholeblood_23B	15724.0	35612.0	68506.0	106110.0	139210.0	174376.0	205312.0	231046.0	258285.0	277340.0	301059.0	312574.0	336110.0	350753.0	365660.0	378841.0	393138.0	409233.0	422050.0	434034.0	447674.0	459334.0	469258.0	478976.0	489627.0	499626.0	511199.0	518834.0	527306.0	532082.0	539991.0	547000.0	552297.0	558100.0	565148.0	571075.0	575211.0	584485.0	590968.0	595416.0	602719.0	600202.0	608147.0	616581.0	621435.0	622910.0	625908.0	630382.0	631295.0	642715.0	650064.0	647886.0	657651.0	668031.0	672495.0	676505.0	685411.0	687177.0	696105.0	697302.0	710717.0	710992.0	726532.0	728225.0	739251.0	748777.0	749310.0	749946.0	762683.0	767241.0	774026.0	775257.0	782243.0	785969.0	791100.0	791400.0	792776.0	794608.0	795391.0	799141.0	804390.0	802693.0	793922.0	796720.0	792452.0	798844.0	788885.0	784803.0	767364.0	753617.0	729493.0	697323.0	655956.0	609076.0	551061.0	475890.0	388261.0	287800.0	178175.0	78905.0
wholeblood_24B	4500.0	10084.0	20374.0	33992.0	46622.0	59172.0	69850.0	77977.0	87396.0	94355.0	102474.0	105825.0	115221.0	120254.0	124996.0	128811.0	134666.0	140687.0	145644.0	150257.0	154632.0	159400.0	163861.0	168687.0	172436.0	175674.0	180378.0	183968.0	187812.0	190402.0	193573.0	196903.0	199565.0	202608.0	205851.0	208677.0	210155.0	214231.0	216496.0	219174.0	222197.0	220900.0	226163.0	229983.0	232150.0	233274.0	234683.0	236248.0	236925.0	242823.0	245292.0	245292.0	248954.0	253419.0	256772.0	259321.0	263191.0	263593.0	268004.0	268158.0	275251.0	276349.0	283231.0	285534.0	289885.0	293809.0	294918.0	295599.0	301233.0	304846.0	309689.0	311230.0	314545.0	316408.0	319968.0	321150.0	323088.0	326161.0	326904.0	329472.0	332628.0	332624.0	330745.0	333727.0	329006.0	337061.0	333969.0	334224.0	328331.0	324775.0	317170.0	304390.0	288378.0	271382.0	248683.0	216846.0	178727.0	134179.0	82858.0	35775.0
wholeblood_25B	6876.0	15058.0	31364.0	50569.0	69158.0	89564.0	107453.0	121630.0	137384.0	147575.0	160831.0	165392.0	181631.0	191248.0	198955.0	204733.0	214059.0	223897.0	232138.0	240268.0	249062.0	258117.0	266068.0	274504.0	281821.0	289588.0	298427.0	304773.0	310250.0	313811.0	321009.0	326594.0	331961.0	337188.0	342593.0	348851.0	353268.0	360651.0	365135.0	370679.0	377873.0	375654.0	385319.0	393009.0	397125.0	399875.0	403961.0	407560.0	409705.0	419908.0	427532.0	427587.0	435423.0	443907.0	449982.0	455436.0	465020.0	466196.0	476809.0	478309.0	494121.0	495483.0	511854.0	516337.0	526388.0	536854.0	540679.0	543210.0	555744.0	563902.0	574013.0	580371.0	589867.0	595625.0	603722.0	607766.0	613888.0	620615.0	626121.0	634182.0	645215.0	649731.0	646817.0	657272.0	658018.0	671130.0	668091.0	671938.0	662207.0	657293.0	644519.0	621299.0	590110.0	554783.0	507215.0	442869.0	364257.0	270847.0	166374.0	69289.0
wholeblood_26B	2769.0	5934.0	11876.0	19685.0	26487.0	33367.0	39577.0	44204.0	49311.0	53214.0	57591.0	59557.0	64800.0	67415.0	69876.0	72100.0	75205.0	78971.0	81855.0	84300.0	86707.0	89448.0	91775.0	94460.0	96413.0	98654.0	101116.0	103074.0	104761.0	105629.0	107781.0	109196.0	110814.0	112355.0	114110.0	115435.0	116237.0	118420.0	119492.0	120738.0	122361.0	121819.0	124056.0	125971.0	126944.0	127399.0	128635.0	129840.0	129759.0	133035.0	134617.0	135023.0	136703.0	139676.0	141813.0	142944.0	144851.0	144790.0	146917.0	147376.0	151650.0	152568.0	156625.0	156812.0	159791.0	162275.0	164004.0	164932.0	168063.0	169869.0	172027.0	173245.0	174882.0	175925.0	177874.0	178281.0	179644.0	181313.0	182382.0	184030.0	185861.0	186466.0	186422.0	187917.0	185575.0	190059.0	188135.0	188603.0	185837.0	184546.0	180601.0	174046.0	165499.0	155754.0	142379.0	124305.0	102773.0	76763.0	48151.0	21020.0
wholeblood_27B	3418.0	7442.0	14996.0	25000.0	33948.0	43228.0	51280.0	57613.0	64350.0	69156.0	75036.0	77723.0	84795.0	88710.0	92521.0	95473.0	99452.0	104272.0	108033.0	111399.0	114371.0	117786.0	120998.0	124696.0	127348.0	130070.0	133863.0	137168.0	139304.0	141129.0	143509.0	145956.0	148109.0	150452.0	153221.0	154945.0	155626.0	158853.0	161022.0	163064.0	165192.0	164408.0	168198.0	171107.0	172692.0	174007.0	175591.0	177021.0	177036.0	182185.0	184676.0	184822.0	187715.0	191646.0	194587.0	196044.0	199029.0	199021.0	202024.0	202443.0	208120.0	209240.0	215013.0	216208.0	219298.0	222599.0	224533.0	225862.0	230711.0	233684.0	237140.0	239405.0	242515.0	244339.0	247659.0	248918.0	250884.0	253134.0	254130.0	256742.0	259798.0	261274.0	260863.0	263761.0	260589.0	267566.0	265705.0	266170.0	263171.0	261343.0	256472.0	247563.0	234961.0	221395.0	203006.0	177365.0	147474.0	110403.0	69089.0	29502.0
wholeblood_28B	2089.0	4717.0	9708.0	16393.0	22515.0	28801.0	34254.0	38489.0	43418.0	46862.0	51350.0	52917.0	58625.0	61959.0	64171.0	65799.0	67933.0	70789.0	72975.0	74758.0	76723.0	79768.0	82252.0	84444.0	86545.0	88200.0	90939.0	92871.0	94992.0	96235.0	98192.0	100112.0	101908.0	103699.0	105260.0	106936.0	107311.0	109627.0	110925.0	112106.0	114462.0	112774.0	115877.0	118005.0	119464.0	120266.0	121886.0	123237.0	123906.0	128707.0	130341.0	130774.0	133094.0	135768.0	138862.0	141120.0	143650.0	144109.0	148133.0	147633.0	153373.0	155135.0	159866.0	162410.0	165609.0	169433.0	170792.0	172433.0	177025.0	180839.0	184749.0	187713.0	190689.0	193761.0	198012.0	200759.0	203629.0	207311.0	209849.0	213418.0	217730.0	220823.0	221519.0	228110.0	226546.0	238169.0	238306.0	242509.0	242038.0	243869.0	242094.0	238003.0	231720.0	223336.0	210527.0	187981.0	159287.0	122597.0	77702.0	32557.0
wholeblood_29B	17397.0	41433.0	80791.0	124941.0	163574.0	202165.0	237402.0	266849.0	297960.0	320560.0	346029.0	357805.0	383399.0	398503.0	415268.0	429638.0	442688.0	463316.0	477421.0	489604.0	503769.0	514431.0	523315.0	533210.0	542178.0	551926.0	561420.0	569652.0	577828.0	580443.0	587376.0	593516.0	598034.0	603394.0	609469.0	612374.0	615109.0	622393.0	626193.0	630080.0	634806.0	629379.0	635565.0	641880.0	643656.0	643298.0	645290.0	648165.0	645384.0	655188.0	660498.0	659079.0	665851.0	674314.0	676190.0	677446.0	681901.0	681656.0	685846.0	683440.0	694215.0	692456.0	703620.0	699001.0	708084.0	712113.0	710709.0	707594.0	716399.0	715998.0	716806.0	712997.0	715395.0	713460.0	711822.0	705237.0	701358.0	697796.0	693418.0	690155.0	688905.0	680187.0	669729.0	662337.0	647410.0	644397.0	627821.0	617105.0	593147.0	572493.0	546866.0	513197.0	473043.0	431501.0	383306.0	326480.0	263208.0	192620.0	119332.0	56829.0
wholeblood_30B	2905.0	6681.0	13713.0	21813.0	29064.0	36568.0	42999.0	47989.0	53569.0	57403.0	62648.0	65061.0	70158.0	73127.0	75810.0	77796.0	81002.0	84375.0	86641.0	88490.0	90846.0	92717.0	95264.0	97224.0	98758.0	101094.0	102869.0	104717.0	106046.0	106666.0	107946.0	109128.0	110221.0	111305.0	112422.0	113181.0	113296.0	115006.0	115911.0	116282.0	117204.0	115839.0	117323.0	119089.0	119704.0	119827.0	120393.0	120989.0	120324.0	122578.0	123953.0	123960.0	124821.0	125839.0	127028.0	127629.0	128284.0	127463.0	128865.0	127791.0	130707.0	130439.0	133375.0	133471.0	134437.0	136042.0	136511.0	136286.0	138359.0	138751.0	139066.0	138540.0	139654.0	139767.0	140823.0	140767.0	140795.0	141075.0	141059.0	141790.0	142290.0	142457.0	141339.0	142228.0	138632.0	142258.0	139708.0	140346.0	137662.0	136840.0	133989.0	129143.0	123776.0	117953.0	109830.0	96776.0	81728.0	63028.0	41418.0	18625.0
wholeblood_31B	8929.0	20004.0	40360.0	63737.0	86389.0	110043.0	130037.0	146488.0	164187.0	176772.0	191805.0	198592.0	214908.0	224471.0	232292.0	240441.0	249694.0	261110.0	269207.0	276676.0	285019.0	292728.0	298940.0	306734.0	313436.0	319913.0	326361.0	331916.0	337119.0	340428.0	346378.0	352389.0	357059.0	361722.0	366880.0	371097.0	373453.0	379452.0	383304.0	386420.0	391885.0	390114.0	396316.0	401375.0	404631.0	405802.0	407673.0	409879.0	409239.0	416933.0	421306.0	420443.0	426008.0	432272.0	436463.0	439835.0	444259.0	445208.0	449477.0	449027.0	457478.0	457823.0	468169.0	469721.0	476362.0	481656.0	482003.0	482134.0	490366.0	494001.0	498128.0	499089.0	502805.0	505056.0	508554.0	509023.0	510191.0	512255.0	512116.0	514056.0	517724.0	515932.0	509764.0	513330.0	507875.0	515172.0	508488.0	505926.0	494391.0	486522.0	473081.0	452799.0	426236.0	397463.0	361417.0	314089.0	257277.0	192012.0	117820.0	51969.0
wholeblood_32B	11455.0	25407.0	49347.0	77596.0	103544.0	133155.0	157663.0	178153.0	199792.0	214158.0	233026.0	240203.0	260428.0	272448.0	284767.0	294851.0	307042.0	321835.0	332908.0	343325.0	354443.0	363541.0	372340.0	383062.0	391678.0	400594.0	409538.0	417350.0	424087.0	428415.0	435465.0	441497.0	446761.0	451879.0	459950.0	464661.0	468330.0	475597.0	480888.0	486187.0	492932.0	490732.0	498013.0	505549.0	510382.0	512076.0	515002.0	518020.0	517825.0	528400.0	536350.0	537851.0	545165.0	554536.0	560254.0	564145.0	570654.0	573271.0	579552.0	579473.0	593637.0	594531.0	608842.0	609662.0	620553.0	628259.0	629576.0	630554.0	640590.0	645039.0	650279.0	651072.0	655598.0	658489.0	663727.0	664104.0	664806.0	666538.0	665939.0	667519.0	672281.0	670030.0	665535.0	666100.0	660462.0	666038.0	655847.0	653539.0	638160.0	625338.0	606316.0	577191.0	541851.0	502081.0	453071.0	390908.0	319217.0	235711.0	144448.0	64588.0
wholeblood_33B	7530.0	15730.0	31386.0	50495.0	68369.0	89729.0	107426.0	121841.0	137000.0	147639.0	160922.0	164499.0	180953.0	190110.0	198949.0	206450.0	215144.0	226696.0	234779.0	242807.0	252070.0	260104.0	267498.0	277532.0	284769.0	292555.0	301489.0	307684.0	312772.0	316606.0	322395.0	328530.0	333903.0	339007.0	346779.0	351716.0	355426.0	362575.0	366899.0	370725.0	376566.0	373422.0	381490.0	387366.0	392560.0	395077.0	398018.0	401499.0	400575.0	411808.0	418442.0	420782.0	427221.0	436904.0	442705.0	446315.0	454747.0	458192.0	464273.0	464562.0	478673.0	480287.0	494193.0	494472.0	505645.0	513437.0	516254.0	517141.0	527032.0	532398.0	538596.0	540817.0	545723.0	548311.0	552164.0	554390.0	558264.0	562319.0	563648.0	567239.0	571843.0	572157.0	570084.0	570648.0	563986.0	570302.0	562257.0	560722.0	548323.0	538828.0	521759.0	496686.0	464786.0	431167.0	388061.0	333913.0	272713.0	200178.0	122440.0	53820.0
wholeblood_34B	3020.0	6736.0	13502.0	23263.0	31621.0	39981.0	47552.0	53249.0	59327.0	64132.0	69515.0	72234.0	78239.0	81163.0	84369.0	86949.0	89867.0	94042.0	97478.0	100280.0	103330.0	106402.0	109318.0	112561.0	114948.0	117392.0	119963.0	122560.0	124447.0	126211.0	128407.0	130269.0	132286.0	134375.0	136506.0	138351.0	139064.0	141685.0	142676.0	144827.0	147192.0	146767.0	149948.0	152183.0	153512.0	154524.0	156047.0	157600.0	157895.0	162369.0	164355.0	164965.0	167541.0	170177.0	172910.0	174084.0	176391.0	176329.0	179775.0	179882.0	185003.0	186148.0	191501.0	193102.0	196158.0	199923.0	201947.0	203159.0	207316.0	209651.0	212710.0	214842.0	217537.0	218920.0	222370.0	223986.0	226335.0	228643.0	230432.0	232353.0	235070.0	236046.0	235824.0	238550.0	236268.0	242344.0	240746.0	242364.0	239127.0	238425.0	233229.0	225485.0	214950.0	202939.0	186811.0	164234.0	136557.0	103301.0	64843.0	27732.0
wholeblood_35B	10831.0	24856.0	49979.0	81924.0	115020.0	145656.0	174017.0	196491.0	220359.0	237630.0	259003.0	272767.0	290267.0	302666.0	317189.0	330234.0	345859.0	360002.0	372185.0	383880.0	394623.0	404849.0	415518.0	424437.0	434415.0	443220.0	452061.0	460936.0	473138.0	479272.0	487323.0	495662.0	501815.0	509414.0	518560.0	524064.0	526709.0	536524.0	539452.0	546272.0	551582.0	552230.0	558654.0	565232.0	570068.0	573994.0	579845.0	582315.0	587164.0	594388.0	601559.0	602040.0	610769.0	620947.0	623382.0	626794.0	632467.0	636089.0	639765.0	642669.0	652035.0	654727.0	665768.0	666254.0	673580.0	678819.0	678834.0	682200.0	692509.0	694652.0	701243.0	701597.0	704121.0	705456.0	708242.0	707177.0	706459.0	706261.0	706311.0	707006.0	709387.0	705287.0	692918.0	690490.0	681977.0	680884.0	666674.0	656369.0	635449.0	616093.0	590930.0	558471.0	516751.0	472515.0	420990.0	361631.0	289990.0	215203.0	131352.0	59517.0
wholeblood_36B	9275.0	20044.0	38055.0	60723.0	83495.0	105156.0	125429.0	140731.0	157434.0	169954.0	186602.0	197167.0	211500.0	221640.0	233008.0	242098.0	254438.0	265477.0	275020.0	283710.0	292025.0	301952.0	311843.0	319401.0	328574.0	336897.0	343961.0	351311.0	360004.0	366466.0	372401.0	380368.0	384382.0	391181.0	399683.0	406045.0	409315.0	417197.0	419275.0	427033.0	432238.0	433448.0	439200.0	443680.0	447749.0	450966.0	456654.0	460171.0	465045.0	469557.0	476007.0	476198.0	483310.0	491285.0	494783.0	498718.0	504941.0	508520.0	512218.0	516347.0	526742.0	531186.0	540478.0	543302.0	550559.0	556705.0	557235.0	561094.0	571998.0	576218.0	583439.0	586735.0	589377.0	592660.0	598068.0	601747.0	602839.0	606707.0	608652.0	611375.0	617275.0	616659.0	610470.0	615910.0	614646.0	619240.0	613235.0	607792.0	594831.0	584004.0	568701.0	544730.0	511566.0	476721.0	431026.0	373439.0	301625.0	224165.0	134714.0	59025.0
wholeblood_37B	21176.0	49745.0	95371.0	145430.0	189677.0	233736.0	272492.0	303921.0	337732.0	361211.0	387184.0	399088.0	423273.0	438303.0	455193.0	471797.0	484803.0	503753.0	518907.0	529951.0	543664.0	553434.0	562937.0	572948.0	581471.0	589495.0	598408.0	605598.0	613419.0	615799.0	622528.0	628005.0	633434.0	639436.0	646032.0	648890.0	649967.0	655196.0	658588.0	661977.0	667264.0	662001.0	667444.0	675408.0	677613.0	676268.0	675664.0	677832.0	675520.0	683414.0	686739.0	685695.0	691769.0	699108.0	700999.0	701660.0	705883.0	705571.0	708730.0	705797.0	714620.0	712254.0	723095.0	718311.0	726338.0	729529.0	725528.0	720831.0	727084.0	725585.0	724646.0	718347.0	720279.0	717195.0	714443.0	707317.0	702205.0	695942.0	689287.0	682358.0	678083.0	667164.0	653240.0	642308.0	624781.0	619912.0	600346.0	588154.0	562771.0	540234.0	511951.0	476260.0	437125.0	396672.0	350084.0	297153.0	239582.0	176255.0	110812.0	55030.0
wholeblood_38B	20707.0	48218.0	91198.0	139987.0	184640.0	229652.0	268976.0	301018.0	336069.0	360408.0	389033.0	403973.0	430060.0	446982.0	463264.0	479448.0	495881.0	514162.0	529031.0	540898.0	553978.0	564468.0	573808.0	584308.0	593436.0	602132.0	610194.0	617916.0	626661.0	628653.0	635954.0	642658.0	648176.0	654138.0	661203.0	663896.0	664778.0	669971.0	673216.0	675487.0	680461.0	675389.0	681553.0	687297.0	689110.0	688491.0	687486.0	689337.0	686611.0	693404.0	695149.0	693577.0	698479.0	705023.0	705377.0	703852.0	706270.0	705592.0	706905.0	704548.0	711999.0	708041.0	717991.0	712212.0	719778.0	722167.0	717064.0	712705.0	716988.0	713061.0	710826.0	702923.0	702201.0	697869.0	694010.0	686795.0	681874.0	674837.0	667296.0	660352.0	655191.0	643199.0	629508.0	617511.0	599535.0	592953.0	572736.0	559075.0	534393.0	511465.0	484414.0	450888.0	412926.0	374737.0	330468.0	280492.0	226368.0	168492.0	108165.0	54979.0
wholeblood_39B	14121.0	31079.0	59934.0	94464.0	126401.0	161283.0	191236.0	215944.0	241008.0	258467.0	279549.0	290010.0	310983.0	323521.0	337302.0	349934.0	364712.0	380262.0	393567.0	405721.0	419266.0	430145.0	440281.0	450978.0	460666.0	468560.0	478892.0	486928.0	495070.0	500496.0	509107.0	517000.0	524161.0	531461.0	541216.0	546810.0	550888.0	558899.0	564344.0	569862.0	577259.0	575764.0	583869.0	591775.0	595373.0	596926.0	599979.0	603874.0	605388.0	617730.0	625394.0	626221.0	634903.0	645356.0	650377.0	652878.0	659415.0	660546.0	667232.0	668159.0	679577.0	679970.0	693758.0	694226.0	705618.0	712275.0	713417.0	711925.0	722287.0	725131.0	729338.0	730006.0	734043.0	735063.0	738636.0	736895.0	738171.0	736741.0	735382.0	735982.0	737250.0	733196.0	723069.0	719376.0	709045.0	708926.0	695488.0	685481.0	663358.0	644757.0	618014.0	582981.0	541339.0	497175.0	443997.0	380616.0	306887.0	226266.0	139468.0	63286.0
wholeblood_40B	15102.0	34705.0	66714.0	104181.0	140173.0	177245.0	209481.0	235934.0	264080.0	284136.0	307872.0	321674.0	343543.0	357962.0	372056.0	384668.0	401349.0	418507.0	432161.0	444024.0	456948.0	467511.0	477390.0	487155.0	496391.0	506159.0	515501.0	524153.0	533244.0	537110.0	545452.0	553506.0	559898.0	566073.0	574706.0	578750.0	580149.0	587826.0	590221.0	595411.0	601861.0	599420.0	603985.0	611403.0	614615.0	616484.0	617372.0	618937.0	619920.0	627975.0	634440.0	633337.0	640496.0	648363.0	650470.0	653014.0	657949.0	660421.0	663057.0	664060.0	672694.0	673739.0	684830.0	683871.0	692122.0	695418.0	692331.0	691342.0	699155.0	699892.0	702793.0	699908.0	700779.0	700820.0	700827.0	697517.0	694050.0	691504.0	688792.0	686015.0	685871.0	679895.0	668802.0	663283.0	650203.0	647755.0	631657.0	619115.0	596518.0	577341.0	552397.0	518988.0	479775.0	437866.0	388879.0	331201.0	264962.0	194209.0	118914.0	55754.0
wholeblood_41B	17861.0	41075.0	78824.0	122232.0	163200.0	203446.0	239626.0	268260.0	299067.0	320395.0	345921.0	359214.0	380225.0	393940.0	407951.0	421802.0	437134.0	454486.0	467702.0	480375.0	492895.0	502789.0	511915.0	520808.0	531250.0	540899.0	549818.0	558554.0	567709.0	570471.0	578766.0	586542.0	593391.0	599381.0	607605.0	612757.0	613248.0	618596.0	620519.0	625559.0	630624.0	626158.0	632778.0	640722.0	642671.0	643959.0	643793.0	646531.0	647732.0	655618.0	661658.0	660534.0	667228.0	675683.0	676476.0	677444.0	679474.0	679879.0	683603.0	682919.0	692437.0	692387.0	704447.0	701532.0	708929.0	712981.0	709994.0	708263.0	717092.0	715366.0	717151.0	712922.0	713748.0	711922.0	711672.0	705667.0	701396.0	696416.0	691773.0	687491.0	685859.0	677537.0	662236.0	656006.0	641163.0	635561.0	617868.0	605695.0	580163.0	558595.0	529726.0	494032.0	451653.0	408746.0	359423.0	303445.0	239495.0	173770.0	105128.0	50443.0
wholeblood_42B	12908.0	28489.0	54131.0	84349.0	115119.0	147447.0	175590.0	198326.0	221508.0	239225.0	259754.0	270862.0	289102.0	301616.0	314698.0	324510.0	339320.0	352294.0	364511.0	376453.0	388169.0	398498.0	408677.0	417733.0	427668.0	436249.0	446297.0	454245.0	463199.0	467629.0	474965.0	483410.0	490172.0	496980.0	506264.0	512694.0	514209.0	523153.0	526429.0	533400.0	539880.0	536948.0	542619.0	549707.0	553395.0	556504.0	560078.0	562315.0	565765.0	575732.0	581968.0	583552.0	593037.0	601881.0	606823.0	609893.0	614813.0	615741.0	621790.0	625097.0	635378.0	638078.0	648879.0	651283.0	660135.0	666703.0	667336.0	668678.0	678549.0	681671.0	685926.0	686745.0	691105.0	693281.0	696717.0	695982.0	695415.0	695024.0	693282.0	692707.0	695367.0	692668.0	684332.0	681681.0	674388.0	674138.0	663036.0	656555.0	636196.0	618290.0	594428.0	561553.0	521464.0	478058.0	426201.0	364725.0	291361.0	216032.0	131094.0	58626.0
wholeblood_43B	14397.0	32436.0	62754.0	98760.0	135764.0	170482.0	201914.0	227648.0	253246.0	272264.0	294920.0	308547.0	326957.0	339559.0	353996.0	367242.0	382605.0	397581.0	410200.0	422306.0	434100.0	445386.0	457453.0	467965.0	478259.0	487708.0	496926.0	505921.0	516917.0	521452.0	528226.0	536340.0	543044.0	551423.0	560271.0	566382.0	567957.0	576625.0	578587.0	584424.0	590583.0	589358.0	595202.0	603126.0	607190.0	609989.0	612986.0	615305.0	618104.0	625823.0	633091.0	632428.0	639923.0	649167.0	651615.0	652810.0	657222.0	659058.0	662393.0	665692.0	674721.0	677342.0	689506.0	689517.0	697125.0	702795.0	701774.0	702585.0	711279.0	711086.0	714875.0	714216.0	716353.0	715991.0	717747.0	715400.0	712813.0	710781.0	709329.0	707124.0	707105.0	700952.0	688104.0	682806.0	671463.0	667526.0	652447.0	642054.0	619870.0	598995.0	572139.0	538623.0	496011.0	451967.0	401246.0	342692.0	273368.0	200913.0	122285.0	57080.0
wholeblood_44B	19539.0	46460.0	88161.0	136683.0	185645.0	229079.0	268129.0	296442.0	326593.0	346996.0	372396.0	389759.0	404987.0	416711.0	431274.0	445111.0	463227.0	476465.0	489613.0	501971.0	509282.0	518951.0	526485.0	532342.0	541316.0	548756.0	553656.0	562634.0	571425.0	574531.0	577699.0	582253.0	584641.0	590820.0	597061.0	599083.0	596670.0	602580.0	600885.0	603333.0	604923.0	603472.0	604784.0	608394.0	609753.0	611079.0	612277.0	611069.0	613990.0	616322.0	619162.0	617233.0	620599.0	624601.0	620574.0	618873.0	618388.0	617350.0	616845.0	615728.0	617748.0	617807.0	624060.0	620948.0	621080.0	620836.0	614704.0	612549.0	616216.0	611004.0	610399.0	605126.0	601132.0	596528.0	591694.0	583524.0	575082.0	567793.0	560793.0	552780.0	547733.0	537651.0	522259.0	513836.0	501709.0	491227.0	475568.0	462073.0	439597.0	418508.0	393728.0	363707.0	328164.0	292872.0	254190.0	213034.0	165498.0	119561.0	71999.0	35978.0
wholeblood_45B	8546.0	17954.0	35609.0	57930.0	80459.0	103235.0	123513.0	139451.0	157222.0	170252.0	186395.0	196070.0	213457.0	224583.0	236338.0	245761.0	257786.0	270498.0	280657.0	290134.0	300445.0	309929.0	319580.0	329917.0	338188.0	346696.0	356214.0	363856.0	372218.0	378461.0	386393.0	394365.0	400954.0	407498.0	415915.0	422382.0	426250.0	435429.0	440946.0	447621.0	455901.0	454460.0	463103.0	469304.0	474666.0	478042.0	482298.0	484926.0	487000.0	495846.0	502464.0	502363.0	509970.0	519881.0	526357.0	531753.0	539373.0	541758.0	548489.0	550472.0	562783.0	566516.0	579747.0	582681.0	592700.0	602498.0	605315.0	607428.0	618513.0	625097.0	633257.0	636483.0	642794.0	647835.0	654802.0	656851.0	660194.0	665215.0	667016.0	671078.0	677261.0	675993.0	671552.0	676185.0	673071.0	681621.0	674963.0	670578.0	657210.0	645451.0	627949.0	601355.0	566185.0	526565.0	475960.0	411148.0	334821.0	247855.0	150022.0	63975.0
wholeblood_46B	9838.0	21057.0	41396.0	66137.0	91025.0	117070.0	139212.0	157535.0	176808.0	191361.0	209974.0	219505.0	238284.0	249801.0	261734.0	272171.0	284924.0	299333.0	311084.0	322745.0	335092.0	346452.0	357996.0	368910.0	377876.0	387750.0	398762.0	407056.0	415091.0	421038.0	429451.0	440091.0	447468.0	454952.0	465046.0	471797.0	476462.0	487421.0	493338.0	500452.0	509846.0	510289.0	518853.0	527405.0	532564.0	536515.0	540017.0	543482.0	546467.0	557041.0	565877.0	567361.0	576859.0	588836.0	596057.0	600709.0	609130.0	613049.0	620072.0	623348.0	638828.0	643307.0	659208.0	662664.0	674437.0	684266.0	686876.0	690088.0	703495.0	711618.0	719128.0	723990.0	729737.0	733074.0	739880.0	741999.0	742610.0	745971.0	748694.0	750760.0	757208.0	756386.0	748332.0	752073.0	747590.0	754099.0	744793.0	738867.0	722615.0	708933.0	687370.0	653840.0	611675.0	565427.0	508049.0	438456.0	355504.0	261186.0	157680.0	68828.0
wholeblood_47B	19342.0	44932.0	86925.0	134602.0	177405.0	220996.0	259213.0	290205.0	324059.0	348139.0	375194.0	388550.0	413721.0	429512.0	446557.0	463463.0	478890.0	497860.0	512967.0	526294.0	540587.0	551659.0	562151.0	573882.0	583328.0	593158.0	603192.0	613031.0	623060.0	627029.0	635550.0	642497.0	649420.0	656287.0	664944.0	669214.0	670286.0	677117.0	680456.0	685168.0	693051.0	690080.0	695609.0	704126.0	707576.0	707788.0	708333.0	711088.0	711576.0	721594.0	726674.0	726117.0	735302.0	745025.0	747101.0	748122.0	752507.0	752952.0	758240.0	756529.0	765959.0	764580.0	777052.0	774809.0	784398.0	789616.0	787047.0	785818.0	793752.0	793352.0	794830.0	791921.0	795682.0	793536.0	792415.0	786150.0	781577.0	776126.0	770569.0	766680.0	765051.0	754209.0	739704.0	731744.0	715731.0	711258.0	690751.0	677386.0	649794.0	625283.0	594118.0	555714.0	510179.0	463765.0	409549.0	346630.0	277514.0	203649.0	126309.0	59863.0
